Fecha,Temp_Max,Temp_Min,Ubicacion
2020-09-16,19.5,12.4,Lima
2020-09-17,18.9,14.4,Lima
2020-09-18,19.6,13.2,Lima
2020-09-19,20.5,13.2,Lima
2020-09-20,18.8,13.8,Lima
2020-09-21,18.8,13.4,Lima
2020-09-22,20.6,14.0,Lima
2020-09-23,19.8,13.4,Lima
2020-09-24,18.5,12.7,Lima
2020-09-25,19.6,13.4,Lima
2020-09-26,18.6,12.2,Lima
2020-09-27,18.6,13.2,Lima
2020-09-28,19.3,13.1,Lima
2020-09-29,17.1,12.9,Lima
2020-09-30,17.3,13.0,Lima
2020-10-01,18.5,11.6,Lima
2020-10-02,18.1,12.6,Lima
2020-10-03,19.4,13.1,Lima
2020-10-04,18.2,13.2,Lima
2020-10-05,17.7,12.2,Lima
2020-10-06,20.6,14.1,Lima
2020-10-07,18.9,12.3,Lima
2020-10-08,19.2,13.8,Lima
2020-10-09,17.8,13.4,Lima
2020-10-10,18.7,12.5,Lima
2020-10-11,19.3,14.4,Lima
2020-10-12,18.1,12.1,Lima
2020-10-13,19.6,13.7,Lima
2020-10-14,18.7,13.8,Lima
2020-10-15,19.0,12.5,Lima
2020-10-16,18.7,14.1,Lima
2020-10-17,21.2,12.8,Lima
2020-10-18,19.4,13.2,Lima
2020-10-19,18.4,13.2,Lima
2020-10-20,20.3,12.9,Lima
2020-10-21,18.2,13.7,Lima
2020-10-22,19.7,13.6,Lima
2020-10-23,17.6,11.6,Lima
2020-10-24,18.2,14.1,Lima
2020-10-25,19.8,11.7,Lima
2020-10-26,20.3,13.8,Lima
2020-10-27,19.8,13.9,Lima
2020-10-28,19.6,12.2,Lima
2020-10-29,19.4,12.7,Lima
2020-10-30,18.3,12.2,Lima
2020-10-31,19.1,12.9,Lima
2020-11-01,19.3,12.8,Lima
2020-11-02,20.9,13.7,Lima
2020-11-03,20.2,14.1,Lima
2020-11-04,18.2,14.2,Lima
2020-11-05,20.3,12.7,Lima
2020-11-06,19.6,12.9,Lima
2020-11-07,19.4,11.8,Lima
2020-11-08,20.7,12.5,Lima
2020-11-09,21.1,13.9,Lima
2020-11-10,21.1,14.5,Lima
2020-11-11,19.4,12.2,Lima
2020-11-12,19.9,12.7,Lima
2020-11-13,20.6,13.2,Lima
2020-11-14,21.3,13.4,Lima
2020-11-15,19.9,12.6,Lima
2020-11-16,20.2,13.6,Lima
2020-11-17,19.3,12.9,Lima
2020-11-18,19.3,13.3,Lima
2020-11-19,21.3,13.7,Lima
2020-11-20,21.9,13.3,Lima
2020-11-21,20.6,13.0,Lima
2020-11-22,21.7,13.3,Lima
2020-11-23,21.1,13.3,Lima
2020-11-24,20.1,13.1,Lima
2020-11-25,21.2,13.2,Lima
2020-11-26,22.4,14.7,Lima
2020-11-27,20.9,13.9,Lima
2020-11-28,22.5,13.3,Lima
2020-11-29,18.4,14.1,Lima
2020-11-30,21.9,13.3,Lima
2020-12-01,21.2,14.5,Lima
2020-12-02,20.9,13.9,Lima
2020-12-03,21.3,13.5,Lima
2020-12-04,19.3,14.0,Lima
2020-12-05,21.1,12.4,Lima
2020-12-06,21.7,12.8,Lima
2020-12-07,22.9,12.8,Lima
2020-12-08,20.9,13.9,Lima
2020-12-09,20.7,15.2,Lima
2020-12-10,21.1,15.6,Lima
2020-12-11,22.5,14.3,Lima
2020-12-12,22.0,14.2,Lima
2020-12-13,21.2,12.4,Lima
2020-12-14,22.3,13.5,Lima
2020-12-15,21.9,13.3,Lima
2020-12-16,22.8,13.5,Lima
2020-12-17,21.2,13.9,Lima
2020-12-18,21.6,13.6,Lima
2020-12-19,21.6,12.5,Lima
2020-12-20,20.6,14.7,Lima
2020-12-21,22.4,13.3,Lima
2020-12-22,22.4,14.3,Lima
2020-12-23,22.2,15.8,Lima
2020-12-24,22.0,13.5,Lima
2020-12-25,20.9,12.2,Lima
2020-12-26,22.0,14.0,Lima
2020-12-27,22.1,15.2,Lima
2020-12-28,21.7,15.9,Lima
2020-12-29,22.4,13.4,Lima
2020-12-30,23.0,14.8,Lima
2020-12-31,24.5,14.1,Lima
2021-01-01,22.8,14.4,Lima
2021-01-02,23.0,16.6,Lima
2021-01-03,22.7,13.3,Lima
2021-01-04,20.9,14.7,Lima
2021-01-05,22.8,14.9,Lima
2021-01-06,23.0,15.5,Lima
2021-01-07,25.4,14.7,Lima
2021-01-08,22.8,14.9,Lima
2021-01-09,23.3,14.4,Lima
2021-01-10,23.1,15.0,Lima
2021-01-11,22.0,14.5,Lima
2021-01-12,24.3,15.3,Lima
2021-01-13,24.0,14.6,Lima
2021-01-14,24.1,15.2,Lima
2021-01-15,22.4,14.9,Lima
2021-01-16,24.8,15.9,Lima
2021-01-17,22.0,14.9,Lima
2021-01-18,24.1,13.6,Lima
2021-01-19,25.7,16.1,Lima
2021-01-20,22.6,14.4,Lima
2021-01-21,23.0,14.6,Lima
2021-01-22,23.7,14.7,Lima
2021-01-23,23.2,16.3,Lima
2021-01-24,22.2,13.5,Lima
2021-01-25,23.8,17.8,Lima
2021-01-26,22.7,16.1,Lima
2021-01-27,24.3,15.5,Lima
2021-01-28,23.0,15.3,Lima
2021-01-29,25.5,15.6,Lima
2021-01-30,23.2,15.8,Lima
2021-01-31,23.7,16.0,Lima
2021-02-01,24.9,15.9,Lima
2021-02-02,22.9,15.6,Lima
2021-02-03,24.3,15.4,Lima
2021-02-04,25.5,15.5,Lima
2021-02-05,22.6,15.5,Lima
2021-02-06,24.4,16.6,Lima
2021-02-07,24.5,16.2,Lima
2021-02-08,25.1,13.4,Lima
2021-02-09,23.1,16.3,Lima
2021-02-10,23.0,15.9,Lima
2021-02-11,24.9,15.8,Lima
2021-02-12,24.7,15.5,Lima
2021-02-13,24.7,16.8,Lima
2021-02-14,24.8,16.7,Lima
2021-02-15,23.8,15.3,Lima
2021-02-16,24.8,16.3,Lima
2021-02-17,24.9,15.2,Lima
2021-02-18,23.9,14.9,Lima
2021-02-19,26.5,15.6,Lima
2021-02-20,25.1,16.8,Lima
2021-02-21,23.5,16.9,Lima
2021-02-22,25.3,16.6,Lima
2021-02-23,23.7,16.8,Lima
2021-02-24,25.5,16.6,Lima
2021-02-25,25.9,15.7,Lima
2021-02-26,24.0,16.6,Lima
2021-02-27,25.8,16.9,Lima
2021-02-28,25.2,16.9,Lima
2021-03-01,25.7,17.3,Lima
2021-03-02,26.7,16.9,Lima
2021-03-03,24.6,16.7,Lima
2021-03-04,24.1,17.3,Lima
2021-03-05,24.0,16.4,Lima
2021-03-06,24.1,15.8,Lima
2021-03-07,24.8,16.4,Lima
2021-03-08,25.3,15.9,Lima
2021-03-09,25.2,16.0,Lima
2021-03-10,25.8,16.4,Lima
2021-03-11,25.0,15.9,Lima
2021-03-12,26.4,16.3,Lima
2021-03-13,24.7,15.1,Lima
2021-03-14,27.7,16.8,Lima
2021-03-15,25.6,16.7,Lima
2021-03-16,24.1,16.0,Lima
2021-03-17,23.9,17.2,Lima
2021-03-18,25.5,17.5,Lima
2021-03-19,24.8,15.4,Lima
2021-03-20,25.7,16.1,Lima
2021-03-21,25.5,16.1,Lima
2021-03-22,24.9,16.0,Lima
2021-03-23,24.2,17.5,Lima
2021-03-24,23.5,16.7,Lima
2021-03-25,24.5,16.6,Lima
2021-03-26,25.8,15.2,Lima
2021-03-27,25.2,17.4,Lima
2021-03-28,23.7,15.9,Lima
2021-03-29,25.1,16.9,Lima
2021-03-30,25.3,17.1,Lima
2021-03-31,24.1,18.0,Lima
2021-04-01,25.1,15.9,Lima
2021-04-02,25.0,14.5,Lima
2021-04-03,23.8,17.1,Lima
2021-04-04,25.3,18.4,Lima
2021-04-05,25.5,17.9,Lima
2021-04-06,26.0,17.1,Lima
2021-04-07,25.9,16.6,Lima
2021-04-08,23.5,17.6,Lima
2021-04-09,23.9,16.2,Lima
2021-04-10,25.3,17.4,Lima
2021-04-11,25.3,17.4,Lima
2021-04-12,25.3,17.8,Lima
2021-04-13,28.6,19.2,Lima
2021-04-14,25.3,17.3,Lima
2021-04-15,25.9,16.6,Lima
2021-04-16,25.7,17.0,Lima
2021-04-17,25.3,15.6,Lima
2021-04-18,24.3,16.4,Lima
2021-04-19,25.4,16.7,Lima
2021-04-20,23.8,16.6,Lima
2021-04-21,24.3,17.1,Lima
2021-04-22,24.1,16.3,Lima
2021-04-23,24.6,17.9,Lima
2021-04-24,26.8,17.0,Lima
2021-04-25,22.6,17.0,Lima
2021-04-26,25.1,16.7,Lima
2021-04-27,22.8,17.1,Lima
2021-04-28,23.9,17.6,Lima
2021-04-29,25.4,16.3,Lima
2021-04-30,24.4,16.4,Lima
2021-05-01,23.2,16.7,Lima
2021-05-02,23.5,15.9,Lima
2021-05-03,24.9,16.3,Lima
2021-05-04,23.4,16.6,Lima
2021-05-05,24.4,17.6,Lima
2021-05-06,24.1,17.1,Lima
2021-05-07,23.4,17.1,Lima
2021-05-08,26.2,17.6,Lima
2021-05-09,24.6,16.8,Lima
2021-05-10,21.9,17.2,Lima
2021-05-11,24.1,16.8,Lima
2021-05-12,23.2,17.1,Lima
2021-05-13,24.7,16.4,Lima
2021-05-14,23.0,14.9,Lima
2021-05-15,23.6,16.7,Lima
2021-05-16,24.2,17.9,Lima
2021-05-17,24.5,17.5,Lima
2021-05-18,22.4,17.5,Lima
2021-05-19,23.2,17.7,Lima
2021-05-20,23.1,16.8,Lima
2021-05-21,22.8,16.9,Lima
2021-05-22,25.2,16.2,Lima
2021-05-23,23.8,16.4,Lima
2021-05-24,22.1,17.1,Lima
2021-05-25,24.2,17.6,Lima
2021-05-26,25.4,16.5,Lima
2021-05-27,24.2,16.2,Lima
2021-05-28,21.6,16.6,Lima
2021-05-29,22.6,17.0,Lima
2021-05-30,24.3,15.4,Lima
2021-05-31,22.3,14.7,Lima
2021-06-01,23.4,16.0,Lima
2021-06-02,23.7,15.5,Lima
2021-06-03,21.9,16.0,Lima
2021-06-04,22.8,16.3,Lima
2021-06-05,19.5,16.0,Lima
2021-06-06,21.7,17.5,Lima
2021-06-07,22.4,16.6,Lima
2021-06-08,21.4,16.5,Lima
2021-06-09,24.2,16.8,Lima
2021-06-10,21.1,15.3,Lima
2021-06-11,22.0,17.0,Lima
2021-06-12,22.5,16.1,Lima
2021-06-13,23.8,16.7,Lima
2021-06-14,20.9,15.3,Lima
2021-06-15,23.4,14.9,Lima
2021-06-16,22.2,16.7,Lima
2021-06-17,21.2,16.3,Lima
2021-06-18,22.6,15.3,Lima
2021-06-19,22.3,15.3,Lima
2021-06-20,21.4,16.9,Lima
2021-06-21,22.0,15.0,Lima
2021-06-22,21.5,17.2,Lima
2021-06-23,22.0,15.1,Lima
2021-06-24,22.5,16.3,Lima
2021-06-25,23.3,15.5,Lima
2021-06-26,20.5,16.3,Lima
2021-06-27,23.8,15.3,Lima
2021-06-28,19.6,15.6,Lima
2021-06-29,21.4,15.7,Lima
2021-06-30,22.1,14.8,Lima
2021-07-01,21.7,16.2,Lima
2021-07-02,20.8,15.2,Lima
2021-07-03,21.1,15.4,Lima
2021-07-04,20.8,14.7,Lima
2021-07-05,20.6,13.4,Lima
2021-07-06,22.0,15.3,Lima
2021-07-07,21.5,17.3,Lima
2021-07-08,20.4,16.0,Lima
2021-07-09,21.9,15.3,Lima
2021-07-10,21.3,15.1,Lima
2021-07-11,21.8,15.3,Lima
2021-07-12,21.5,15.7,Lima
2021-07-13,20.0,14.3,Lima
2021-07-14,20.2,16.1,Lima
2021-07-15,21.5,15.7,Lima
2021-07-16,21.3,15.7,Lima
2021-07-17,20.6,15.4,Lima
2021-07-18,20.7,15.1,Lima
2021-07-19,21.8,15.5,Lima
2021-07-20,19.9,15.4,Lima
2021-07-21,21.0,14.7,Lima
2021-07-22,20.2,14.4,Lima
2021-07-23,20.2,14.9,Lima
2021-07-24,21.4,16.1,Lima
2021-07-25,21.1,13.8,Lima
2021-07-26,21.1,13.6,Lima
2021-07-27,21.5,14.9,Lima
2021-07-28,20.2,14.7,Lima
2021-07-29,20.8,14.8,Lima
2021-07-30,19.8,14.8,Lima
2021-07-31,20.4,14.4,Lima
2021-08-01,19.9,15.8,Lima
2021-08-02,20.1,13.2,Lima
2021-08-03,20.5,13.8,Lima
2021-08-04,19.1,14.4,Lima
2021-08-05,22.0,13.1,Lima
2021-08-06,18.8,14.3,Lima
2021-08-07,18.6,15.7,Lima
2021-08-08,20.9,14.3,Lima
2021-08-09,20.5,14.5,Lima
2021-08-10,20.3,13.3,Lima
2021-08-11,20.3,13.7,Lima
2021-08-12,19.6,13.9,Lima
2021-08-13,18.7,13.9,Lima
2021-08-14,19.6,15.2,Lima
2021-08-15,18.9,14.6,Lima
2021-08-16,20.5,13.2,Lima
2021-08-17,19.3,14.2,Lima
2021-08-18,18.6,14.4,Lima
2021-08-19,19.1,14.9,Lima
2021-08-20,19.8,15.2,Lima
2021-08-21,18.8,13.1,Lima
2021-08-22,18.5,13.2,Lima
2021-08-23,19.6,12.9,Lima
2021-08-24,19.5,13.7,Lima
2021-08-25,18.8,14.2,Lima
2021-08-26,18.8,14.6,Lima
2021-08-27,19.5,13.7,Lima
2021-08-28,17.8,13.5,Lima
2021-08-29,17.8,13.8,Lima
2021-08-30,18.5,13.0,Lima
2021-08-31,19.0,15.3,Lima
2021-09-01,19.5,12.3,Lima
2021-09-02,20.6,13.8,Lima
2021-09-03,20.0,15.2,Lima
2021-09-04,18.9,13.6,Lima
2021-09-05,19.1,13.4,Lima
2021-09-06,18.1,13.2,Lima
2021-09-07,19.0,13.3,Lima
2021-09-08,18.8,14.6,Lima
2021-09-09,19.4,11.7,Lima
2021-09-10,18.2,14.6,Lima
2021-09-11,19.5,12.3,Lima
2021-09-12,20.6,13.2,Lima
2021-09-13,18.9,13.0,Lima
2021-09-14,19.4,13.8,Lima
2021-09-15,19.7,12.0,Lima
2021-09-16,18.6,13.7,Lima
2021-09-17,19.2,14.9,Lima
2021-09-18,19.0,12.2,Lima
2021-09-19,19.1,13.4,Lima
2021-09-20,18.2,12.7,Lima
2021-09-21,19.0,13.6,Lima
2021-09-22,19.5,13.2,Lima
2021-09-23,20.5,12.7,Lima
2021-09-24,20.0,13.6,Lima
2021-09-25,21.2,14.6,Lima
2021-09-26,18.3,13.0,Lima
2021-09-27,19.9,13.7,Lima
2021-09-28,19.2,12.1,Lima
2021-09-29,21.2,12.3,Lima
2021-09-30,18.2,13.5,Lima
2021-10-01,18.2,14.3,Lima
2021-10-02,18.5,13.4,Lima
2021-10-03,17.0,12.8,Lima
2021-10-04,18.6,13.1,Lima
2021-10-05,18.3,12.1,Lima
2021-10-06,19.3,13.5,Lima
2021-10-07,19.5,13.7,Lima
2021-10-08,21.0,12.7,Lima
2021-10-09,20.1,12.6,Lima
2021-10-10,18.6,13.2,Lima
2021-10-11,18.3,12.7,Lima
2021-10-12,19.7,13.0,Lima
2021-10-13,17.9,14.7,Lima
2021-10-14,21.1,12.8,Lima
2021-10-15,20.5,12.7,Lima
2021-10-16,18.8,12.5,Lima
2021-10-17,17.6,13.6,Lima
2021-10-18,20.7,12.9,Lima
2021-10-19,19.3,12.5,Lima
2021-10-20,20.6,14.1,Lima
2021-10-21,17.8,14.1,Lima
2021-10-22,18.9,12.5,Lima
2021-10-23,19.5,11.5,Lima
2021-10-24,19.6,13.8,Lima
2021-10-25,19.1,12.5,Lima
2021-10-26,20.2,13.6,Lima
2021-10-27,18.5,11.4,Lima
2021-10-28,19.5,13.7,Lima
2021-10-29,19.8,12.1,Lima
2021-10-30,20.2,13.6,Lima
2021-10-31,20.5,13.1,Lima
2021-11-01,18.6,12.3,Lima
2021-11-02,18.3,12.7,Lima
2021-11-03,21.1,13.6,Lima
2021-11-04,20.2,13.2,Lima
2021-11-05,19.2,13.6,Lima
2021-11-06,21.5,14.7,Lima
2021-11-07,20.1,11.9,Lima
2021-11-08,21.2,14.4,Lima
2021-11-09,20.1,13.2,Lima
2021-11-10,22.2,12.4,Lima
2021-11-11,21.9,12.1,Lima
2021-11-12,19.9,13.0,Lima
2021-11-13,21.2,13.9,Lima
2021-11-14,20.9,13.1,Lima
2021-11-15,21.7,14.4,Lima
2021-11-16,19.4,12.1,Lima
2021-11-17,21.1,13.2,Lima
2021-11-18,21.5,12.3,Lima
2021-11-19,18.7,13.6,Lima
2021-11-20,19.4,14.0,Lima
2021-11-21,18.5,13.0,Lima
2021-11-22,20.4,11.3,Lima
2021-11-23,21.4,13.5,Lima
2021-11-24,22.2,13.7,Lima
2021-11-25,20.8,13.7,Lima
2021-11-26,22.4,14.4,Lima
2021-11-27,19.5,12.6,Lima
2021-11-28,19.2,14.0,Lima
2021-11-29,20.9,14.4,Lima
2021-11-30,21.4,12.1,Lima
2021-12-01,21.0,13.8,Lima
2021-12-02,19.0,13.2,Lima
2021-12-03,21.1,13.5,Lima
2021-12-04,19.9,13.9,Lima
2021-12-05,21.9,13.2,Lima
2021-12-06,21.7,13.1,Lima
2021-12-07,20.4,13.7,Lima
2021-12-08,20.9,12.8,Lima
2021-12-09,20.4,12.9,Lima
2021-12-10,21.4,14.3,Lima
2021-12-11,22.5,12.9,Lima
2021-12-12,20.6,14.4,Lima
2021-12-13,22.2,14.2,Lima
2021-12-14,21.2,12.5,Lima
2021-12-15,21.0,13.4,Lima
2021-12-16,21.7,14.9,Lima
2021-12-17,20.8,13.2,Lima
2021-12-18,21.4,13.6,Lima
2021-12-19,20.8,14.4,Lima
2021-12-20,24.0,14.7,Lima
2021-12-21,22.1,13.9,Lima
2021-12-22,21.4,13.6,Lima
2021-12-23,22.4,15.3,Lima
2021-12-24,22.1,15.6,Lima
2021-12-25,22.1,15.0,Lima
2021-12-26,22.9,14.3,Lima
2021-12-27,23.1,13.6,Lima
2021-12-28,21.9,13.6,Lima
2021-12-29,21.9,14.8,Lima
2021-12-30,22.3,14.7,Lima
2021-12-31,20.3,15.5,Lima
2022-01-01,21.1,15.0,Lima
2022-01-02,24.1,13.3,Lima
2022-01-03,24.4,15.3,Lima
2022-01-04,22.5,13.7,Lima
2022-01-05,23.4,14.3,Lima
2022-01-06,23.2,14.8,Lima
2022-01-07,26.0,16.2,Lima
2022-01-08,24.1,17.2,Lima
2022-01-09,22.9,15.2,Lima
2022-01-10,22.1,14.6,Lima
2022-01-11,21.5,15.2,Lima
2022-01-12,23.4,15.5,Lima
2022-01-13,22.5,14.6,Lima
2022-01-14,21.9,16.3,Lima
2022-01-15,22.7,15.1,Lima
2022-01-16,22.3,15.3,Lima
2022-01-17,25.1,15.5,Lima
2022-01-18,24.3,15.4,Lima
2022-01-19,23.5,15.7,Lima
2022-01-20,25.0,14.6,Lima
2022-01-21,23.7,14.7,Lima
2022-01-22,22.8,14.3,Lima
2022-01-23,25.2,15.5,Lima
2022-01-24,24.3,15.8,Lima
2022-01-25,22.7,15.6,Lima
2022-01-26,23.6,16.6,Lima
2022-01-27,23.0,15.3,Lima
2022-01-28,22.5,15.9,Lima
2022-01-29,24.9,14.5,Lima
2022-01-30,25.9,15.1,Lima
2022-01-31,22.6,16.0,Lima
2022-02-01,24.6,16.2,Lima
2022-02-02,23.4,15.3,Lima
2022-02-03,23.6,15.5,Lima
2022-02-04,23.6,14.4,Lima
2022-02-05,23.3,15.3,Lima
2022-02-06,24.3,16.4,Lima
2022-02-07,23.4,16.2,Lima
2022-02-08,24.6,16.1,Lima
2022-02-09,24.3,15.8,Lima
2022-02-10,24.1,15.8,Lima
2022-02-11,23.5,15.3,Lima
2022-02-12,23.8,16.4,Lima
2022-02-13,25.2,16.2,Lima
2022-02-14,25.0,16.3,Lima
2022-02-15,23.5,15.5,Lima
2022-02-16,24.6,14.3,Lima
2022-02-17,25.3,16.9,Lima
2022-02-18,22.9,15.7,Lima
2022-02-19,25.2,15.4,Lima
2022-02-20,24.0,16.6,Lima
2022-02-21,25.2,15.8,Lima
2022-02-22,23.9,17.0,Lima
2022-02-23,22.9,16.7,Lima
2022-02-24,23.1,16.8,Lima
2022-02-25,24.8,15.1,Lima
2022-02-26,25.0,17.2,Lima
2022-02-27,23.9,16.5,Lima
2022-02-28,25.5,16.0,Lima
2022-03-01,23.2,16.5,Lima
2022-03-02,24.8,14.9,Lima
2022-03-03,23.7,16.7,Lima
2022-03-04,24.2,15.6,Lima
2022-03-05,24.9,15.4,Lima
2022-03-06,24.0,15.2,Lima
2022-03-07,24.5,17.4,Lima
2022-03-08,25.9,16.0,Lima
2022-03-09,24.4,17.8,Lima
2022-03-10,25.8,16.1,Lima
2022-03-11,23.8,15.2,Lima
2022-03-12,25.5,15.7,Lima
2022-03-13,26.4,17.6,Lima
2022-03-14,22.5,16.5,Lima
2022-03-15,24.2,16.2,Lima
2022-03-16,25.6,16.8,Lima
2022-03-17,24.8,17.1,Lima
2022-03-18,25.4,17.6,Lima
2022-03-19,24.4,17.9,Lima
2022-03-20,25.1,16.5,Lima
2022-03-21,24.8,15.7,Lima
2022-03-22,26.2,16.4,Lima
2022-03-23,25.3,17.0,Lima
2022-03-24,25.3,16.0,Lima
2022-03-25,24.6,16.1,Lima
2022-03-26,24.5,17.1,Lima
2022-03-27,24.5,16.8,Lima
2022-03-28,25.4,16.9,Lima
2022-03-29,24.5,16.3,Lima
2022-03-30,25.3,16.7,Lima
2022-03-31,27.0,16.2,Lima
2022-04-01,25.8,17.6,Lima
2022-04-02,24.6,17.7,Lima
2022-04-03,26.1,15.5,Lima
2022-04-04,24.5,16.2,Lima
2022-04-05,22.9,15.7,Lima
2022-04-06,23.9,16.4,Lima
2022-04-07,23.0,16.9,Lima
2022-04-08,24.5,15.8,Lima
2022-04-09,24.9,16.2,Lima
2022-04-10,26.5,16.2,Lima
2022-04-11,25.1,17.1,Lima
2022-04-12,24.6,17.0,Lima
2022-04-13,25.6,16.4,Lima
2022-04-14,22.5,17.1,Lima
2022-04-15,25.0,16.6,Lima
2022-04-16,25.5,16.8,Lima
2022-04-17,23.2,18.3,Lima
2022-04-18,25.8,18.1,Lima
2022-04-19,25.0,16.0,Lima
2022-04-20,24.2,17.7,Lima
2022-04-21,25.2,17.6,Lima
2022-04-22,26.8,16.1,Lima
2022-04-23,24.7,17.6,Lima
2022-04-24,24.7,18.2,Lima
2022-04-25,24.0,16.1,Lima
2022-04-26,23.6,16.3,Lima
2022-04-27,25.2,17.8,Lima
2022-04-28,23.5,17.2,Lima
2022-04-29,24.4,17.4,Lima
2022-04-30,23.8,17.2,Lima
2022-05-01,24.8,17.3,Lima
2022-05-02,24.6,15.9,Lima
2022-05-03,25.2,17.8,Lima
2022-05-04,23.7,17.9,Lima
2022-05-05,23.9,16.7,Lima
2022-05-06,23.1,16.9,Lima
2022-05-07,23.6,15.7,Lima
2022-05-08,24.4,17.3,Lima
2022-05-09,24.7,17.3,Lima
2022-05-10,23.0,16.8,Lima
2022-05-11,24.8,17.8,Lima
2022-05-12,25.2,16.6,Lima
2022-05-13,24.2,17.3,Lima
2022-05-14,25.7,16.0,Lima
2022-05-15,23.0,16.8,Lima
